Feature,d_healthy_vs_neuro,d_healthy_vs_neuro_interp,d_healthy_vs_ortho,d_healthy_vs_ortho_interp,d_neuro_vs_ortho,d_neuro_vs_ortho_interp
LB_FreeAcc_Y_spec_power,0.319983,Small,0.268636,Small,-0.033885,Negligible
LB_FreeAcc_Z_mean,-0.050388,Negligible,-0.154257,Negligible,-0.084432,Negligible
LB_FreeAcc_Z_std,0.641676,Medium,0.861498,Large,0.346823,Small
LB_FreeAcc_Z_rms,0.445595,Small,0.678458,Medium,0.325144,Small
LB_FreeAcc_Z_dom_freq,0.179652,Negligible,0.598630,Medium,0.439981,Small
LB_FreeAcc_Z_spec_centroid,0.415117,Small,-0.217428,Small,-0.627192,Medium
LB_FreeAcc_Z_spec_power,0.717605,Medium,0.826546,Large,0.240762,Small
LB_Gyr_X_mean,0.103647,Negligible,-0.040768,Negligible,-0.161846,Negligible
LB_Gyr_X_std,0.048432,Negligible,0.490756,Small,0.442532,Small
LB_Gyr_X_rms,0.048148,Negligible,0.485437,Small,0.447745,Small
LB_Gyr_X_dom_freq,0.304072,Small,0.446147,Small,0.150789,Negligible
LB_Gyr_X_spec_centroid,0.286928,Small,0.147504,Negligible,-0.111063,Negligible
LB_Gyr_X_spec_power,0.055857,Negligible,0.448548,Small,0.361970,Small
LB_Gyr_Y_mean,0.215169,Small,-0.255951,Small,-0.495392,Small
LB_Gyr_Y_std,-0.300611,Small,0.619327,Medium,0.814893,Large
LB_Gyr_Y_rms,-0.296316,Small,0.615633,Medium,0.807154,Large
LB_Gyr_Y_dom_freq,0.056763,Negligible,0.378510,Small,0.302770,Small
LB_Gyr_Y_spec_centroid,-0.043834,Negligible,0.064566,Negligible,0.107949,Negligible
LB_Gyr_Y_spec_power,-0.253107,Small,0.486328,Small,0.658173,Medium
LB_Gyr_Z_mean,-0.178478,Negligible,-0.203647,Small,-0.004938,Negligible
LB_Gyr_Z_std,-0.025102,Negligible,0.909655,Large,0.883748,Large
LB_Gyr_Z_rms,-0.024385,Negligible,0.911768,Large,0.885473,Large
LB_Gyr_Z_dom_freq,0.414560,Small,0.598089,Medium,0.147292,Negligible
LB_Gyr_Z_spec_centroid,0.079701,Negligible,-0.027157,Negligible,-0.106099,Negligible
LB_Gyr_Z_spec_power,0.007550,Negligible,0.796781,Medium,0.736869,Medium
LF_Acc_X_mean,0.239108,Small,0.675935,Medium,0.467349,Small
LF_Acc_X_std,0.824815,Large,0.827057,Large,0.133356,Negligible
LF_Acc_X_rms,0.552610,Medium,0.808423,Large,0.337293,Small
LF_Acc_X_dom_freq,-0.305461,Small,-0.339929,Small,-0.117047,Negligible
LF_Acc_X_spec_centroid,0.558462,Medium,-0.262827,Small,-0.821558,Large
LF_Acc_X_spec_power,0.975906,Large,0.818429,Large,0.016119,Negligible
LF_Acc_Y_mean,0.819380,Large,-0.281707,Small,-1.277508,Large
LF_Acc_Y_std,0.521490,Medium,0.751424,Medium,0.272131,Small
LF_Acc_Y_rms,0.547753,Medium,0.850296,Large,0.333052,Small
LF_Acc_Y_dom_freq,0.172200,Negligible,-0.045293,Negligible,-0.223936,Small
LF_Acc_Y_spec_centroid,0.714159,Medium,-0.397860,Small,-1.114925,Large
LF_Acc_Y_spec_power,0.508522,Medium,0.693117,Medium,0.188888,Negligible
LF_Acc_Z_mean,0.699935,Medium,0.000338,Negligible,-0.731801,Medium
LF_Acc_Z_std,0.733893,Medium,0.734794,Medium,0.089759,Negligible
LF_Acc_Z_rms,1.022288,Large,0.429427,Small,-0.628557,Medium
LF_Acc_Z_dom_freq,0.682033,Medium,0.207215,Small,-0.426152,Small
LF_Acc_Z_spec_centroid,0.527843,Medium,-0.259672,Small,-0.795872,Medium
LF_Acc_Z_spec_power,0.725418,Medium,0.698397,Medium,0.009304,Negligible
LF_FreeAcc_X_mean,0.350774,Small,0.666141,Medium,0.398341,Small
LF_FreeAcc_X_std,0.824815,Large,0.827057,Large,0.133356,Negligible
LF_FreeAcc_X_rms,0.767394,Medium,0.851945,Large,0.196695,Negligible
LF_FreeAcc_X_dom_freq,-0.305461,Small,-0.339929,Small,-0.117047,Negligible
LF_FreeAcc_X_spec_centroid,0.558462,Medium,-0.262827,Small,-0.821558,Large
LF_FreeAcc_X_spec_power,0.975906,Large,0.818429,Large,0.016119,Negligible
LF_FreeAcc_Y_mean,0.095570,Negligible,-0.041215,Negligible,-0.136717,Negligible
LF_FreeAcc_Y_std,0.521490,Medium,0.751424,Medium,0.272131,Small
LF_FreeAcc_Y_rms,0.500576,Medium,0.759107,Medium,0.300391,Small
LF_FreeAcc_Y_dom_freq,0.172200,Negligible,-0.045293,Negligible,-0.223936,Small
LF_FreeAcc_Y_spec_centroid,0.714159,Medium,-0.397860,Small,-1.114925,Large
LF_FreeAcc_Y_spec_power,0.508522,Medium,0.693117,Medium,0.188888,Negligible
LF_FreeAcc_Z_mean,0.593230,Medium,0.412984,Small,-0.246407,Small
LF_FreeAcc_Z_std,0.733893,Medium,0.734794,Medium,0.089759,Negligible
LF_FreeAcc_Z_rms,0.727324,Medium,0.738923,Medium,0.103987,Negligible
LF_FreeAcc_Z_dom_freq,0.682033,Medium,0.207215,Small,-0.426152,Small
LF_FreeAcc_Z_spec_centroid,0.527843,Medium,-0.259672,Small,-0.795872,Medium
LF_FreeAcc_Z_spec_power,0.725418,Medium,0.698397,Medium,0.009304,Negligible
LF_Gyr_X_mean,0.502662,Medium,-0.291653,Small,-0.893113,Large
LF_Gyr_X_std,0.097043,Negligible,0.624728,Medium,0.542848,Medium
LF_Gyr_X_rms,0.102356,Negligible,0.620746,Medium,0.536552,Medium
LF_Gyr_X_dom_freq,-0.019609,Negligible,0.150132,Negligible,0.181667,Negligible
LF_Gyr_X_spec_centroid,0.174896,Negligible,-0.024840,Negligible,-0.189530,Negligible
LF_Gyr_X_spec_power,0.105838,Negligible,0.571024,Medium,0.426937,Small
LF_Gyr_Y_mean,-0.338836,Small,-0.223597,Small,0.144672,Negligible
LF_Gyr_Y_std,0.505791,Medium,0.836329,Large,0.390497,Small
LF_Gyr_Y_rms,0.505989,Medium,0.836900,Large,0.390686,Small
LF_Gyr_Y_dom_freq,0.138419,Negligible,0.194043,Negligible,0.065916,Negligible
LF_Gyr_Y_spec_centroid,0.110070,Negligible,-0.168492,Negligible,-0.298515,Small
LF_Gyr_Y_spec_power,0.600351,Medium,0.869633,Large,0.324132,Small
LF_Gyr_Z_mean,-0.100565,Negligible,0.150699,Negligible,0.273527,Small
LF_Gyr_Z_std,0.144159,Negligible,0.758437,Medium,0.642168,Medium
LF_Gyr_Z_rms,0.145312,Negligible,0.760330,Medium,0.643399,Medium
LF_Gyr_Z_dom_freq,0.055640,Negligible,-0.018197,Negligible,-0.073007,Negligible
LF_Gyr_Z_spec_centroid,0.083434,Negligible,-0.103991,Negligible,-0.201231,Small
LF_Gyr_Z_spec_power,0.178273,Negligible,0.683054,Medium,0.519319,Medium
RF_Acc_X_mean,0.188716,Negligible,0.670647,Medium,0.455374,Small
RF_Acc_X_std,0.837169,Large,0.787997,Medium,0.097915,Negligible
RF_Acc_X_rms,0.492446,Small,0.813472,Large,0.354046,Small
RF_Acc_X_dom_freq,-0.155040,Negligible,-0.298727,Small,-0.212796,Small
RF_Acc_X_spec_centroid,0.616384,Medium,-0.317383,Small,-0.944958,Large
RF_Acc_X_spec_power,1.017168,Large,0.786232,Medium,-0.037818,Negligible
RF_Acc_Y_mean,-0.602888,Medium,0.200719,Small,0.938118,Large
RF_Acc_Y_std,0.775388,Medium,0.623564,Medium,-0.052502,Negligible
RF_Acc_Y_rms,0.771571,Medium,0.789606,Medium,0.035338,Negligible
RF_Acc_Y_dom_freq,0.068597,Negligible,-0.188685,Negligible,-0.347096,Small
RF_Acc_Y_spec_centroid,0.842261,Large,-0.337474,Small,-1.225545,Large
RF_Acc_Y_spec_power,0.784974,Medium,0.570409,Medium,-0.132294,Negligible
RF_Acc_Z_mean,0.838047,Large,0.173198,Negligible,-0.723676,Medium
RF_Acc_Z_std,0.540622,Medium,0.751600,Medium,0.260276,Small
RF_Acc_Z_rms,1.040982,Large,0.552567,Medium,-0.536271,Medium
RF_Acc_Z_dom_freq,0.822360,Large,0.235266,Small,-0.503995,Medium
RF_Acc_Z_spec_centroid,0.653928,Medium,-0.268838,Small,-0.950943,Large
RF_Acc_Z_spec_power,0.546707,Medium,0.745297,Medium,0.184107,Negligible
RF_FreeAcc_X_mean,0.457254,Small,0.832554,Large,0.379325,Small
RF_FreeAcc_X_std,0.837169,Large,0.787997,Medium,0.097915,Negligible
RF_FreeAcc_X_rms,0.765471,Medium,0.815738,Large,0.173258,Negligible
RF_FreeAcc_X_dom_freq,-0.155040,Negligible,-0.298727,Small,-0.212796,Small
RF_FreeAcc_X_spec_centroid,0.616384,Medium,-0.317383,Small,-0.944958,Large
RF_FreeAcc_X_spec_power,1.017168,Large,0.786232,Medium,-0.037818,Negligible
RF_FreeAcc_Y_mean,-0.339279,Small,0.159489,Negligible,0.548916,Medium
RF_FreeAcc_Y_std,0.775388,Medium,0.623564,Medium,-0.052502,Negligible
RF_FreeAcc_Y_rms,0.763460,Medium,0.643028,Medium,-0.018389,Negligible
RF_FreeAcc_Y_dom_freq,0.068597,Negligible,-0.188685,Negligible,-0.347096,Small
RF_FreeAcc_Y_spec_centroid,0.842261,Large,-0.337474,Small,-1.225545,Large
RF_FreeAcc_Y_spec_power,0.784974,Medium,0.570409,Medium,-0.132294,Negligible
RF_FreeAcc_Z_mean,0.832433,Large,0.434856,Small,-0.464425,Small
RF_FreeAcc_Z_std,0.540622,Medium,0.751600,Medium,0.260276,Small
RF_FreeAcc_Z_rms,0.532975,Medium,0.753478,Medium,0.274275,Small
RF_FreeAcc_Z_dom_freq,0.822360,Large,0.235266,Small,-0.503995,Medium
RF_FreeAcc_Z_spec_centroid,0.653928,Medium,-0.268838,Small,-0.950943,Large
RF_FreeAcc_Z_spec_power,0.546707,Medium,0.745297,Medium,0.184107,Negligible
RF_Gyr_X_mean,-0.607360,Medium,0.013740,Negligible,0.708483,Medium
RF_Gyr_X_std,0.273235,Small,0.545418,Medium,0.352814,Small
RF_Gyr_X_rms,0.277440,Small,0.550177,Medium,0.354990,Small
RF_Gyr_X_dom_freq,-0.071584,Negligible,0.015533,Negligible,0.089012,Negligible
RF_Gyr_X_spec_centroid,0.170474,Negligible,-0.140570,Negligible,-0.327813,Small
RF_Gyr_X_spec_power,0.318916,Small,0.438153,Small,0.179226,Negligible
RF_Gyr_Y_mean,-0.081542,Negligible,-0.098605,Negligible,-0.012705,Negligible
RF_Gyr_Y_std,0.410481,Small,0.782658,Medium,0.434583,Small
RF_Gyr_Y_rms,0.410708,Small,0.783342,Medium,0.434984,Small
RF_Gyr_Y_dom_freq,0.140613,Negligible,0.150056,Negligible,0.047502,Negligible
RF_Gyr_Y_spec_centroid,0.070542,Negligible,-0.253926,Small,-0.368474,Small
RF_Gyr_Y_spec_power,0.495170,Small,0.814277,Large,0.359429,Small
RF_Gyr_Z_mean,0.182503,Negligible,-0.228554,Small,-0.482260,Small
RF_Gyr_Z_std,0.548766,Medium,0.666388,Medium,0.245885,Small
RF_Gyr_Z_rms,0.549998,Medium,0.667465,Medium,0.246032,Small
RF_Gyr_Z_dom_freq,-0.190127,Negligible,-0.114850,Negligible,0.076077,Negligible
RF_Gyr_Z_spec_centroid,0.045073,Negligible,-0.237474,Small,-0.339314,Small
RF_Gyr_Z_spec_power,0.609876,Medium,0.568022,Medium,0.093156,Negligible
