feature,healthy_median,healthy_mean,healthy_std,healthy_n,ortho_median,ortho_mean,ortho_std,ortho_n,neuro_median,neuro_mean,neuro_std,neuro_n,direction,kw_stat,kw_p,healthy_vs_ortho_p,healthy_vs_ortho_r,healthy_vs_neuro_p,healthy_vs_neuro_r,ortho_vs_neuro_p,ortho_vs_neuro_r,h_vs_n_direction,h_vs_n_concordance,h_vs_o_direction,h_vs_o_concordance
LF_FreeAcc_X__dom_freq_hz,0.9541356234139572,1.0764140006693925,0.3903133124271888,73,0.8357169116860124,0.9737643378394794,0.5672220472402699,44,0.9026233241593768,1.0300093327097866,0.5140165032690371,143,∨ valley-ortho,13.142931259358761,0.0013997444010894308,0.00038039094685075463,-0.39352428393524286,0.016576282103116277,-0.19954018584155575,0.05538898263479146,0.19135410044500956,H > N,0.6083916083916084,H > O,0.75
RF_FreeAcc_X__dom_freq_hz,0.9628455616445697,1.0535108145104548,0.36627466187496294,73,0.8566429870753102,0.9580581808103008,0.305612548399742,44,0.8727131748587487,0.927950980746843,0.2439225357442438,143,∨ valley-ortho,12.992374121766375,0.0015091826578687532,0.008385066326652422,-0.29202988792029894,0.0005998170339283414,-0.2857553405498612,0.7829263533449407,0.02765416401780041,H > N,0.6923076923076923,H > O,0.75
RF_Acc_X__dom_freq_hz,0.9628455616445697,1.0535108145104548,0.36627466187496294,73,0.8566429870753102,0.9580581808103008,0.305612548399742,44,0.8727131748587487,0.927950980746843,0.2439225357442438,143,∨ valley-ortho,12.992374121766375,0.0015091826578687532,0.008385066326652422,-0.29202988792029894,0.0005998170339283414,-0.2857553405498612,0.7829263533449407,0.02765416401780041,H > N,0.6923076923076923,H > O,0.75
LF_Gyr_Z__mean,0.04432167776028003,0.03378015774298241,0.0964555303252908,73,0.021405199082321864,0.011788432172020458,0.07199870950124039,44,-0.008735923144679202,-0.0036995831287248604,0.06522062373043903,143,↓ H>O>N,12.935419695186738,0.0015527777617590503,0.29659075264128043,-0.11581569115815693,0.000569989688128239,-0.2869048759459718,0.05914057698916372,-0.18849332485696113,H > N,0.7902097902097902,H > O,0.5909090909090909
step_abs_diff,0.09284585969585968,0.09150941067128854,0.0549891398369496,70,0.03840528915528908,0.057014623856755445,0.047567282359487664,35,0.061183911064425806,0.07347755241961876,0.06229779518460288,111,∨ valley-ortho,12.636934268040363,0.0018027046941217208,0.0012879266474661772,-0.38693877551020406,0.007655999010181999,-0.23577863577863578,0.12463378287255374,0.1727155727155727,H > N,0.7027027027027027,H > O,0.7428571428571429
LB_Acc_Y__rms,1.1946308194703783,1.2281556913651712,0.3081335600540398,73,1.1651837136034071,1.1383992796861206,0.22839960695167033,44,1.042920838678906,1.0871807546582617,0.3280164394275643,143,↓ H>O>N,12.430380856017678,0.001998835679868639,0.13084015507138982,-0.16749688667496887,0.0007529001502471968,-0.2805824312673628,0.09543929576242627,-0.16656071201525746,H > N,0.6853146853146853,H > O,0.6136363636363636
LB_Gyr_Z__mean,0.007156985951695155,0.007097335410400649,0.029289520971388757,73,0.010549293848832679,0.007440865188683202,0.02548592128955063,44,-0.002718663409478932,-0.0034023540968955335,0.022670368419145992,143,∧ peak-ortho,12.273045846998457,0.0021624294942620146,0.8948024414241238,0.01494396014943955,0.0044441108502557124,-0.23690008621515468,0.005561163236471741,-0.2768595041322315,H > N,0.7132867132867133,H < O,0.5227272727272727
LF_Gyr_Y__dom_freq_hz,1.7424487562069806,1.7160692688926467,0.19648719557731903,73,1.6462905989605565,1.6381397024057909,0.16280531352374375,44,1.6082539002825686,1.5812934914908137,0.28086923023269844,143,↓ H>O>N,12.218130287284794,0.0022226276794777727,0.013399137146391236,-0.273972602739726,0.000881578379734899,-0.27694223584634536,0.5005403681006941,-0.0673871582962493,H > N,0.6713286713286714,H > O,0.75
LF_FreeAcc_Z__mean,0.09255789177037851,0.050258628619787984,0.4456469763041781,73,-0.03637482632776203,-0.014733522011509383,0.26520070902753645,44,-0.10290297891162221,-0.11846444076544495,0.36720852953242267,143,↓ H>O>N,11.904312057865809,0.002600228303079603,0.11709946564380876,-0.1737235367372354,0.001145268066738792,-0.2708113804004215,0.08808285067695601,-0.17037507946598862,H > N,0.7342657342657343,H > O,0.75
HE_Acc_Z__dom_freq_hz,0.1131822612712166,0.354530158015208,0.45795861515445335,73,0.07833938808234506,0.16059045930006885,0.22736487065183641,44,0.08835383316358952,0.2672540074580835,0.4060604543742818,143,∨ valley-ortho,11.582761970536694,0.0030537620627149186,0.0006567383100110089,-0.3773349937733499,0.02650374749230499,-0.18478781492480123,0.07845113204446347,0.17577876668785763,H > N,0.6083916083916084,H > O,0.7272727272727273
HE_FreeAcc_Z__dom_freq_hz,0.1131822612712166,0.354530158015208,0.45795861515445335,73,0.07833938808234506,0.16059045930006885,0.22736487065183641,44,0.08835383316358952,0.2672540074580835,0.4060604543742818,143,∨ valley-ortho,11.582761970536694,0.0030537620627149186,0.0006567383100110089,-0.3773349937733499,0.02650374749230499,-0.18478781492480123,0.07845113204446347,0.17577876668785763,H > N,0.6083916083916084,H > O,0.7272727272727273
HE_FreeAcc_X__std,1.286248443578107,1.3088503390658432,0.38558078151780606,73,1.0702583545450934,1.1564143390888164,0.316929567181328,44,1.0817303836756014,1.1288098959632957,0.38252740457863044,143,∨ valley-ortho,11.5148382303355,0.0031592547583324045,0.030502247829350276,-0.23972602739726034,0.0009339203986985772,-0.2756011112175496,0.5230804982197168,-0.06389065479974576,H > N,0.7342657342657343,H > O,0.6136363636363636
RF_Gyr_Z__spec_power,5336498.2150624255,5581845.130054067,2942251.534217597,73,4500208.991392371,5283208.75606469,2962984.551832739,44,5929796.366694325,7281192.303874699,4702208.230145562,143,∨ valley-ortho,11.427128561033669,0.003300886267965904,0.33737227069531395,-0.10647571606475714,0.016472481679559288,0.19973177507424078,0.0033010696814200035,0.29338842975206614,H < N,0.5944055944055944,H > O,0.6363636363636364
HE_FreeAcc_Z__rms,2.1050243660264587,2.2790400079434616,1.0109228225625,73,1.738535273684828,1.9326814501893765,0.7396297510425767,44,1.71935627096327,1.8370453973052947,0.7315642506931779,143,↓ H>O>N,9.940854980926247,0.006940180539510352,0.07493144764498726,-0.19738480697384797,0.0017606911426359206,-0.2604655618354248,0.4785259348104003,-0.07088366179275263,H > N,0.6783216783216783,H > O,0.7045454545454546
HE_Gyr_Z__mean,0.005203575925927494,0.009543028729188103,0.037952776645663606,73,0.013684485357059467,0.011636533390563536,0.027262494126812652,44,-0.0006703198476013597,-0.0013680973894099457,0.02654944041528444,143,∧ peak-ortho,9.938967411958856,0.006946733666100764,0.6424962958857803,0.05168119551681194,0.03157882431584727,-0.17904013794424745,0.003731682753261366,-0.289574062301335,H > N,0.6223776223776224,H < O,0.6818181818181818
LB_Acc_Y__mean,0.16574707045962572,0.22424771596453869,0.4199568595418507,73,0.3340108452646845,0.363380028276501,0.3354051082535299,44,0.09129450812422861,0.060568385204383145,0.6335269308194212,143,∧ peak-ortho,9.751926924377017,0.007627741636810547,0.051888087534791086,0.2154420921544209,0.12474149693775369,-0.1278858128173197,0.0035464077060723452,-0.29116338207247305,H > N,0.5384615384615384,H < O,0.6818181818181818
RF_Gyr_Y__dom_freq_hz,1.728395061728395,1.7019064981492145,0.18565943875228338,73,1.644007181140764,1.632893997685573,0.21577479257825685,44,1.6020740450543922,1.5910065492949457,0.2672765183323076,143,↓ H>O>N,9.685428419188156,0.007885621748664359,0.07221439213818422,-0.19925280199252793,0.002256364190838655,-0.25433470638950095,0.4194290428048656,-0.08073744437380803,H > N,0.6923076923076923,H > O,0.6590909090909091
LF_FreeAcc_Y__spec_power,22304495.84731706,23849134.175319895,8749299.699451905,73,18816633.19694744,28535261.855262674,29652490.756034527,44,26066535.38492723,31679643.889597304,27618344.86408992,143,∨ valley-ortho,9.56619520638992,0.008370031733122243,0.11975291470976118,-0.1724782067247821,0.04855508542414446,0.16428776702749304,0.00662233724539664,0.27113795295613474,H < N,0.6223776223776224,H < O,0.36363636363636365
LF_Acc_Y__spec_power,22304495.847317062,23849134.17531989,8749299.699451903,73,18816633.196947444,28535261.85526266,29652490.75603451,44,26066535.384927243,31679643.88959731,27618344.864089902,143,∨ valley-ortho,9.56619520638992,0.008370031733122243,0.11975291470976118,-0.1724782067247821,0.04855508542414446,0.16428776702749304,0.00662233724539664,0.27113795295613474,H < N,0.6223776223776224,H < O,0.36363636363636365
stride_AI,0.014026808036481766,0.014007218223728033,0.03418369606793097,70,0.0030695023021266,0.006409669511697558,0.032851574388440226,35,-0.0002657018044278,6.215622356632557e-05,0.023783884330815054,111,↓ H>O>N,8.57877498960454,0.013713322206656858,0.2464609761924187,-0.13959183673469377,0.00318351180905815,-0.2607464607464607,0.34036005462254815,-0.10733590733590725,H > N,0.7747747747747747,H > O,0.6285714285714286
LB_Acc_X__spec_power,7194362.22353033,6987807.999512277,2791313.781478214,73,4937832.981191962,5650024.635763259,2965396.307330793,44,5700038.16597073,7364907.6212210385,5867999.786643051,143,∨ valley-ortho,8.565613175749036,0.013803865906826486,0.002269122641121126,-0.338107098381071,0.25843855791302894,-0.094166107864738,0.03245458966746828,0.21360457724094084,H < N,0.35664335664335667,H > O,0.7954545454545454
LB_FreeAcc_X__spec_power,7194362.223530353,6987807.9995122785,2791313.7814782164,73,4937832.981191951,5650024.635763259,2965396.3073307914,44,5700038.165970737,7364907.621221039,5867999.786643052,143,∨ valley-ortho,8.565613175749036,0.013803865906826486,0.002269122641121126,-0.338107098381071,0.25843855791302894,-0.094166107864738,0.03245458966746828,0.21360457724094084,H < N,0.35664335664335667,H > O,0.7954545454545454
HE_Gyr_Z__dom_freq_hz,0.8255683891152851,0.8566606688032161,0.5548358416066141,73,0.6965142018748218,0.6628984397319235,0.4682551459476359,44,0.7784009557634022,0.8397638429073724,0.5837137528858612,143,∨ valley-ortho,8.509792102813662,0.014194566174076424,0.007093425221365958,-0.29825653798256546,0.2712587148997292,-0.09167544783983139,0.015290616074390603,0.24221233312142398,H > N,0.6293706293706294,H > O,0.7954545454545454
LF_FreeAcc_Y__dom_freq_hz,1.028925251817449,1.3522827536531878,1.066273643013303,73,1.0190157840090979,1.1761725741002067,0.5570187637709746,44,0.9482255935396161,1.0221978743036013,0.27846501429138354,143,↓ H>O>N,8.152535758029785,0.016970684256432,0.29659075264128043,-0.11581569115815693,0.0037040127077670433,-0.24168981703228276,0.3369067766116143,-0.09599491417673245,H > N,0.6293706293706294,H > O,0.5454545454545454
LF_Acc_Y__dom_freq_hz,1.028925251817449,1.3522827536531878,1.066273643013303,73,1.0190157840090979,1.1761725741002067,0.5570187637709746,44,0.9482255935396161,1.0221978743036013,0.27846501429138354,143,↓ H>O>N,8.152535758029785,0.016970684256432,0.29659075264128043,-0.11581569115815693,0.0037040127077670433,-0.24168981703228276,0.3369067766116143,-0.09599491417673245,H > N,0.6293706293706294,H > O,0.5454545454545454
HE_Acc_Y__mean,-0.43938909433463647,-0.40855883137108084,0.597141637310384,73,-0.5219530151097282,-0.5512796601291817,0.47452140293301154,44,-0.2624750465017312,-0.22239557683529904,0.7213530756310989,143,∨ valley-ortho,8.110714983573871,0.017329283999286443,0.198539087242253,-0.14259028642590277,0.11174220577777916,0.13248395440176264,0.006947785841923373,0.2695486331849968,H < N,0.6083916083916084,H > O,0.5454545454545454
stride_CV_r,0.44103905565286106,0.45026220009804363,0.1092752276527061,70,0.5002674503944744,0.5046752053409812,0.08800152638962969,35,0.46963692868393736,0.4718320840444744,0.0888806900354915,111,∧ peak-ortho,8.042375258734637,0.01793165612710057,0.008436953467845936,0.31673469387755104,0.10437320170203812,0.14362934362934365,0.057128779199716505,-0.21389961389961387,H < N,0.6306306306306306,H < O,0.7714285714285715
RF_FreeAcc_Z__spec_power,48083848.20300116,51041745.53263056,18781257.950550735,73,41229782.8767229,47731476.60351258,24043597.280048676,44,50914675.43431169,60095486.63771537,35898194.642595,143,∨ valley-ortho,8.00229388721084,0.018294643926152144,0.055374382821174135,-0.21232876712328763,0.22252094817182477,0.10163808793945783,0.007569977810421524,0.26668785759694846,H < N,0.5874125874125874,H > O,0.6818181818181818
RF_Acc_Z__spec_power,48083848.20300114,51041745.532630555,18781257.95055073,73,41229782.87672296,47731476.60351259,24043597.280048676,44,50914675.43431176,60095486.6377154,35898194.642595015,143,∨ valley-ortho,8.00229388721084,0.018294643926152144,0.055374382821174135,-0.21232876712328763,0.22252094817182477,0.10163808793945783,0.007569977810421524,0.26668785759694846,H < N,0.5874125874125874,H > O,0.6818181818181818
HE_Gyr_Y__dom_freq_hz,1.2380339844204413,1.174692061926447,0.7317539705890161,73,0.7812046898244116,0.8815845600257917,0.558770783457845,44,1.1211779128163442,1.311905744660445,0.9445886029274202,143,∨ valley-ortho,7.570165529031442,0.022706983366476353,0.02605430984124286,-0.24657534246575352,0.6871090803376818,0.03362391033623913,0.007287529483342862,0.2679593134138589,H < N,0.46153846153846156,H > O,0.7272727272727273
LB_FreeAcc_Y__spec_power,2951549.3755310373,3167670.5190122197,1567389.7849805017,73,3516015.296268888,5951200.104250512,8999698.756786278,44,3539708.3130312576,6355995.31990652,9456169.588319859,143,↑ H<O<N,7.139615634900906,0.028161265264034372,0.00972331295927633,0.28642590286425906,0.02844234595728569,0.18248874413257976,0.6226546915312521,-0.049268912905276574,H < N,0.5734265734265734,H < O,0.6363636363636364
LB_Acc_Y__spec_power,2951549.3755310373,3167670.519012219,1567389.784980501,73,3516015.296268885,5951200.104250512,8999698.756786278,44,3539708.313031257,6355995.319906518,9456169.588319857,143,↑ H<O<N,7.139615634900906,0.028161265264034372,0.00972331295927633,0.28642590286425906,0.02844234595728569,0.18248874413257976,0.6226546915312521,-0.049268912905276574,H < N,0.5734265734265734,H < O,0.6363636363636364
stride_CV_l,0.4856951942215282,0.4835740268856802,0.0842815218243222,70,0.5247337604119287,0.5166589699611872,0.0848044052844067,35,0.4783713333660196,0.47206689352249653,0.0911047905394219,111,∧ peak-ortho,7.02617327663404,0.029804775747821772,0.04245023137183297,0.24408163265306126,0.5131282824858832,-0.05791505791505802,0.0088598605501391,-0.29420849420849415,H > N,0.5495495495495496,H < O,0.6857142857142857
HE_Gyr_Y__spec_power,215412.07076753592,246790.42735854795,139099.85859819964,73,191367.30890347483,406059.6019974666,695486.3068119022,44,232908.97113506263,460259.17596048955,677373.3383473105,143,∨ valley-ortho,6.878652546658714,0.0320862954403891,0.301829199027289,-0.11457036114570363,0.057890687951738164,0.15796532234888394,0.028544015914503024,0.21869040050858235,H < N,0.5524475524475524,H < O,0.45454545454545453
LF_Gyr_Y__mean,-0.005968702164266838,-0.00979580162476551,0.03330806101670641,73,-0.004457842520793872,-0.00999112758497683,0.02194618366989171,44,-0.0028556340527733062,0.004005730762992976,0.03928875785137075,143,↑ H<O<N,6.308398820514981,0.042672550527184265,0.8416748784586514,0.02241594022415938,0.031036342161429982,0.17961490564230287,0.06633016422774758,0.18340750158931973,H < N,0.5524475524475524,H > O,0.4772727272727273
HE_Gyr_Y__mean,0.009547450474935406,0.007630116294930905,0.06885389597721504,73,-0.004123198419126376,-0.001459237406886755,0.028538179612264323,44,0.00899905595715839,0.011782679437021682,0.04662941963959845,143,∨ valley-ortho,5.569679047379736,0.06173899588228049,0.12799637631067387,-0.16874221668742218,0.6585552863769379,0.03688092729188619,0.013631604738393584,0.24634456452638276,H < N,0.48951048951048953,H > O,0.7045454545454546
LB_FreeAcc_Z__mean,0.05200135016309511,0.07845985113305486,0.39988785358150325,73,0.1212090411072306,0.18161749185866555,0.4032255238202334,44,-0.012317771862162218,0.030874284582005255,0.41126106098941323,143,∧ peak-ortho,5.434773750649015,0.06604711847898491,0.12659262680196556,0.16936488169364883,0.3234516240595299,-0.08228757543826037,0.02588397937357328,-0.2225047679593135,H > N,0.5664335664335665,H < O,0.6363636363636364
HE_FreeAcc_Z__mean,-0.20232652589077868,-0.29135253455782434,1.4151421936218316,73,-0.6275756063775274,-0.8627278644490226,1.001827684030697,44,-0.5571609355287833,-0.5189493186216939,1.125935589893197,143,∨ valley-ortho,5.406388920721611,0.06699116993035228,0.025308902653368822,-0.24782067247820683,0.2682622305794141,-0.09225021553788681,0.08631704776173167,0.17132867132867136,H > N,0.6573426573426573,H > O,0.7727272727272727
step_CV_r,0.19217925844171374,0.21615732394381265,0.1820493920958831,70,0.07339305265306344,0.15311148164615648,0.17241461331880178,35,0.0986327546602038,0.16464015816462357,0.15035745669132483,111,∨ valley-ortho,5.3904100611473496,0.06752853494050262,0.029359463155147328,-0.26204081632653065,0.18941272960898814,-0.11608751608751611,0.12129451390946963,0.1742599742599743,H > N,0.7027027027027027,H > O,0.7428571428571429
mean_step_time,0.6030210955710955,0.6047171091345733,0.034735941437528464,70,0.6258117623117623,0.6282076581113593,0.051831600936669706,35,0.6086475490196078,0.6082584920560465,0.05660846566444201,111,∧ peak-ortho,5.317934425538169,0.07002050069286116,0.020636054477908016,0.2783673469387755,0.6738045081783701,0.03732303732303732,0.05250188051977127,-0.218018018018018,H < N,0.5315315315315315,H < O,0.6857142857142857
LF_Acc_X__spec_power,90407225.19964144,93032588.35514148,24376701.007401522,73,75457411.82765852,89854510.30761044,45809798.30447335,44,91407081.04359224,107943980.33513157,102055191.71293548,143,∨ valley-ortho,5.207831836659011,0.07398329767638616,0.034612306227015256,-0.23412204234122047,0.9761301371393094,-0.0025864546412490697,0.0354019369947667,0.2101080737444374,H < N,0.5244755244755245,H > O,0.6363636363636364
LF_FreeAcc_X__spec_power,90407225.19964139,93032588.35514148,24376701.007401526,73,75457411.82765844,89854510.30761041,45809798.30447333,44,91407081.0435923,107943980.33513156,102055191.71293549,143,∨ valley-ortho,5.207831836659011,0.07398329767638616,0.034612306227015256,-0.23412204234122047,0.9761301371393094,-0.0025864546412490697,0.0354019369947667,0.2101080737444374,H < N,0.5244755244755245,H > O,0.6363636363636364
step_CV_l,0.23004817847106118,0.28414336232793025,0.23427619446922684,70,0.08624819043585807,0.17618027404741166,0.15087335777483907,35,0.11820191321832721,0.18654461516301216,0.1510916207646728,111,∨ valley-ortho,5.078826588273614,0.07891268474634079,0.048302379121798675,-0.23755102040816323,0.1113916872054646,-0.14079794079794072,0.20911873038891193,0.1413127413127413,H > N,0.7027027027027027,H > O,0.6857142857142857
HE_FreeAcc_Y__mean,-0.000632483152095828,0.0009697134718897407,0.31276560370503753,73,-0.09677236784523945,-0.16166693654141717,0.3415651548565299,44,-0.01061494234607011,-0.01466900474854664,0.4600623075170739,143,∨ valley-ortho,5.057208511000113,0.0797702815534217,0.019390495560112287,-0.25902864259028635,0.5148173602812813,-0.05431554746623246,0.07791236612565161,0.17609663064208514,H > N,0.5104895104895105,H > O,0.6818181818181818
HE_Acc_Y__dom_freq_hz,0.8405252083349728,0.7623857673063213,0.392163074620087,73,0.7733123034452221,0.7904259155250165,0.262631734353155,44,0.8268408856649433,0.8837941965873851,0.3570700947650564,143,∨ valley-ortho,5.032728425481196,0.08075267320345274,0.5717378825621986,-0.06288916562889169,0.1950426228272072,0.10796053261806682,0.026745803423533884,0.22123331214240305,H < N,0.46853146853146854,H < O,0.3181818181818182
LF_Acc_Z__spec_power,52436713.534017965,53883880.86882467,20326691.42751375,73,46706917.81036933,49734850.08686552,22321670.8537336,44,42816777.630382106,58622427.982985854,75772179.06513424,143,↓ H>O>N,4.906964205083909,0.08599362593227929,0.10213569639121532,-0.18119551681195523,0.03540728987580696,-0.17520835329054507,0.8596884908973568,-0.017800381436745116,H < N,0.32167832167832167,H > O,0.7272727272727273
LF_FreeAcc_Z__spec_power,52436713.53401799,53883880.86882467,20326691.427513767,73,46706917.81036935,49734850.086865515,22321670.853733595,44,42816777.63038208,58622427.98298586,75772179.0651343,143,↓ H>O>N,4.906964205083909,0.08599362593227929,0.10213569639121532,-0.18119551681195523,0.03540728987580696,-0.17520835329054507,0.8596884908973568,-0.017800381436745116,H < N,0.32167832167832167,H > O,0.7272727272727273
LB_Acc_X__dom_freq_hz,1.7974792928177572,1.8131049019429204,0.19939440157755006,73,1.723668867465972,1.8215390244590552,0.43280349664327805,44,1.7502613110753518,1.7375885869934973,0.5091126932306669,143,∨ valley-ortho,4.661049887820354,0.09724468568297175,0.044860951238559585,-0.22229140722291407,0.06163596632624519,-0.15566625155666247,0.9504763241636887,0.006357279084551859,H > N,0.5594405594405595,H < O,0.3409090909090909
LB_FreeAcc_X__dom_freq_hz,1.7974792928177572,1.8131049019429204,0.19939440157755006,73,1.723668867465972,1.8215390244590552,0.43280349664327805,44,1.7502613110753518,1.7375885869934973,0.5091126932306669,143,∨ valley-ortho,4.661049887820354,0.09724468568297175,0.044860951238559585,-0.22229140722291407,0.06163596632624519,-0.15566625155666247,0.9504763241636887,0.006357279084551859,H > N,0.5594405594405595,H < O,0.3409090909090909
LF_Gyr_X__spec_centroid_hz,3.076658781718047,3.0955623670948706,0.5600294500593977,73,2.904994120852555,2.9974410006219467,0.5476151152001395,44,3.1713305604636255,3.212714065704947,0.6378400583276291,143,∨ valley-ortho,4.592024742453532,0.10065943695051915,0.28629730728375924,-0.11830635118306354,0.2603830704321678,0.09378292939936772,0.040717056965128715,0.20438652256834078,H < N,0.5804195804195804,H > O,0.6136363636363636
HE_Acc_Y__std,1.1369206821496696,1.1611157685981697,0.3336849016541717,73,1.0702583545450932,1.1564143390888162,0.316929567181328,44,1.0364104277516364,1.0655723283177223,0.3031113863978806,143,↓ H>O>N,4.225332467031535,0.12091514824946173,0.8814665765782278,-0.01681195516811962,0.06693953949499333,-0.15260082383370044,0.16061146052923314,-0.1401780038143674,H > N,0.6013986013986014,H > O,0.5681818181818182
RF_Acc_Y__spec_power,25851636.388840247,26784785.491821874,10743404.586668639,73,24236097.514874745,29335569.789174125,20083335.26050017,44,20060715.037726317,27597848.504158586,22924611.39220523,143,↓ H>O>N,4.169298397180796,0.12435073492836991,0.6750721941309976,-0.04669987546699872,0.030679147734604884,-0.17999808410767315,0.5210100750598419,-0.06420851875397338,H < N,0.3356643356643357,H < O,0.4090909090909091
RF_FreeAcc_Y__spec_power,25851636.388840217,26784785.49182187,10743404.58666864,73,24236097.514874756,29335569.789174143,20083335.260500178,44,20060715.037726324,27597848.504158594,22924611.392205242,143,↓ H>O>N,4.169298397180796,0.12435073492836991,0.6750721941309976,-0.04669987546699872,0.030679147734604884,-0.17999808410767315,0.5210100750598419,-0.06420851875397338,H < N,0.3356643356643357,H < O,0.4090909090909091
LF_Gyr_Y__spec_centroid_hz,2.0199802111899547,2.0437501243337493,0.16766073127398678,73,2.0406906661816127,2.0339937147011127,0.1955270150817106,44,2.113217243458132,2.101254822150998,0.27843858928327614,143,↑ H<O<N,4.143942870835076,0.1259372596388886,0.8416748784586514,-0.022415940224159492,0.08472514096684744,0.1435961298974998,0.12990032438073762,0.15130324221233316,H < N,0.6433566433566433,H > O,0.4318181818181818
LF_Gyr_X__dom_freq_hz,1.345390921841119,1.3466876830465537,0.5195666972684547,73,1.052421946967368,1.3140275723255237,0.9050976894011342,44,1.3993881433469157,1.4082101308761765,0.6443010416480823,143,∨ valley-ortho,3.9689661694241067,0.13745164661396894,0.10213569639121532,-0.18119551681195523,0.695595222092731,0.03266596417281353,0.05579578063282068,0.19103623649078194,H < N,0.5174825174825175,H > O,0.6590909090909091
RF_Gyr_Z__dom_freq_hz,1.5933868197532743,1.526881517698743,0.32641795015224495,73,1.5260111473022098,1.4916734395558542,0.3204319477087082,44,1.4680312161790343,1.455364351538106,0.5677091988319872,143,↓ H>O>N,3.9377200364644978,0.13961592513913404,0.42591993386220406,-0.08841843088418422,0.05728525096185301,-0.15834850081425422,0.341736476605646,-0.0950413223140496,H > N,0.6293706293706294,H > O,0.5454545454545454
HE_Acc_Z__spec_power,6042302.969131507,7874543.366836509,5526657.598125996,73,7456475.36558594,14537039.885438718,25935682.397301283,44,7062886.629112592,16337070.776449177,48091033.776894234,143,∧ peak-ortho,3.6960719548852694,0.1575462871158716,0.16716197251426912,0.15317559153175586,0.06524323665132378,0.15355876999712614,0.9758612519072323,-0.0031786395422759295,H < N,0.6223776223776224,H < O,0.6363636363636364
HE_FreeAcc_Z__spec_power,6042302.969131504,7874543.366836509,5526657.598125998,73,7456475.36558594,14537039.885438718,25935682.397301275,44,7062886.629112596,16337070.776449177,48091033.776894234,143,∧ peak-ortho,3.6960719548852694,0.1575462871158716,0.16716197251426912,0.15317559153175586,0.06524323665132378,0.15355876999712614,0.9758612519072323,-0.0031786395422759295,H < N,0.6223776223776224,H < O,0.6363636363636364
RF_Gyr_Y__spec_centroid_hz,2.029901949884013,2.0564716526232445,0.16099292749191155,73,1.99156699869925,2.0163341975778426,0.18566751269998263,44,2.0735003469298317,2.087174487636808,0.2675930076923392,143,∨ valley-ortho,3.3668305169633186,0.1857385464327945,0.21890056517078527,-0.13636363636363646,0.3560360247749642,0.07692307692307687,0.09480804441737226,0.16687857596948508,H < N,0.5594405594405595,H > O,0.6136363636363636
HE_Acc_Y__spec_centroid_hz,1.371051259724204,1.4165238842120065,0.36421996468930995,73,1.501534474199135,1.5451141653099705,0.46532383500882823,44,1.3464938436028628,1.4244017277757406,0.43068081834936184,143,∧ peak-ortho,2.68369536244802,0.26136230794060406,0.198539087242253,0.14259028642590288,0.6972970766375785,-0.03247437494012839,0.11306489750774823,-0.15829624920534013,H < N,0.4755244755244755,H < O,0.6136363636363636
RF_Gyr_X__spec_centroid_hz,2.8856186313840215,3.0147017805903245,0.5654907956154581,73,3.008474381345523,3.0922626725929274,0.5454184063891189,44,3.1764772240349743,3.146904641941912,0.5877155847197623,143,↑ H<O<N,2.5228872522776555,0.2832448315660481,0.46620279877332316,0.0809464508094645,0.1382776763194254,0.12347926046556179,0.4139470756304401,0.08169103623649077,H < N,0.6433566433566433,H < O,0.6363636363636364
HE_Gyr_X__spec_centroid_hz,0.533273724416763,0.5574875642771439,0.12760840256928146,73,0.5515190083867141,0.5754412821847776,0.15290302862042537,44,0.5634735766903594,0.6260776202469036,0.24654943327259152,143,↑ H<O<N,2.3547926148194165,0.30807984043486536,0.7335389854254422,0.037982565379825695,0.15094452220305207,0.11964747581185942,0.36823793751910916,0.0899554990464081,H < N,0.5734265734265734,H < O,0.5454545454545454
step_AI,0.015684214175747828,0.028815914929362935,0.11496329575672437,70,0.0124690699332309,0.007860602123593324,0.06444752933499971,35,0.0036397063284746498,0.0032081354768580942,0.12688540246765978,111,↓ H>O>N,2.203443502752293,0.3322984555547494,0.603052943282084,-0.06285714285714294,0.1480881402301028,-0.12792792792792795,0.49750591003427314,-0.07644787644787643,H > N,0.6036036036036037,H > O,0.5142857142857142
HE_Acc_Y__rms,1.3173359159986804,1.3511439794879467,0.43472459866051844,73,1.3545360494323404,1.3638066594318907,0.35642549750931357,44,1.2471586935198682,1.29298470045154,0.41967098859262253,143,∧ peak-ortho,2.1815677309863304,0.33595304846539,0.6957507168119037,0.043586550435865457,0.32912310305830006,-0.08132962927483467,0.17635704674377906,-0.135092180546726,H > N,0.5664335664335665,H < O,0.5454545454545454
RF_Gyr_X__mean,0.016809848255348165,0.00715807355065249,0.11502097998031909,73,0.0034690431204547033,-0.012858600568070994,0.08468011988667469,44,0.012272785584758736,0.012065277496421702,0.07587791575974723,143,∨ valley-ortho,1.9311572286100045,0.38076282117324645,0.301829199027289,-0.11457036114570363,0.906557351984378,0.00986684548328387,0.1577812505603522,0.14113159567705025,H < N,0.46153846153846156,H > O,0.5454545454545454
HE_FreeAcc_Y__spec_power,5204088.744821027,5259859.4304517,2569298.3317124713,73,4358186.069472976,6232455.580562218,5661478.9784548115,44,5283675.1477456875,9368767.7115183,14969396.593022326,143,∨ valley-ortho,1.8884792659710001,0.38897522241426125,0.5230556259126216,-0.07098381070983817,0.23771208008950784,0.09838107098381066,0.341736476605646,0.0950413223140496,H < N,0.5034965034965035,H < O,0.2727272727272727
