Feature,d_healthy_vs_neuro,d_healthy_vs_neuro_interp,d_healthy_vs_ortho,d_healthy_vs_ortho_interp,d_neuro_vs_ortho,d_neuro_vs_ortho_interp
HE_FreeAcc_Y_mean,-0.122875,Negligible,0.397719,Small,0.445203,Small
HE_FreeAcc_Y_std,1.263793,Large,0.743239,Medium,-0.378415,Small
HE_FreeAcc_Y_rms,0.898335,Large,0.699179,Medium,-0.188281,Negligible
HE_FreeAcc_Y_dom_freq,1.091999,Large,-0.205133,Small,-1.262010,Large
HE_FreeAcc_Y_spec_centroid,0.598234,Medium,-0.227127,Small,-0.798901,Medium
HE_FreeAcc_Y_spec_power,1.395792,Large,0.752804,Medium,-0.390037,Small
HE_FreeAcc_Z_mean,0.182425,Negligible,0.403243,Small,0.250723,Small
HE_FreeAcc_Z_std,0.942162,Large,0.413106,Small,-0.492210,Small
HE_FreeAcc_Z_rms,0.388482,Small,0.245612,Small,-0.141114,Negligible
HE_FreeAcc_Z_dom_freq,0.136318,Negligible,0.247955,Small,0.118200,Negligible
HE_FreeAcc_Z_spec_centroid,0.341036,Small,0.038621,Negligible,-0.306573,Small
HE_FreeAcc_Z_spec_power,0.804133,Large,0.359557,Small,-0.387068,Small
HE_Gyr_X_mean,0.055582,Negligible,0.243366,Small,0.184738,Negligible
HE_Gyr_X_std,0.400099,Small,0.085816,Negligible,-0.299202,Small
HE_Gyr_X_rms,0.362270,Small,0.222462,Small,-0.128644,Negligible
HE_Gyr_X_dom_freq,-0.085842,Negligible,0.357848,Small,0.318511,Small
HE_Gyr_X_spec_centroid,-0.013563,Negligible,0.130184,Negligible,0.153808,Negligible
HE_Gyr_X_spec_power,0.249685,Small,0.017493,Negligible,-0.218061,Small
HE_Gyr_Y_mean,-0.221673,Small,-0.039110,Negligible,0.208228,Small
HE_Gyr_Y_std,0.785382,Medium,0.420687,Small,-0.255690,Small
HE_Gyr_Y_rms,0.809139,Large,0.523517,Medium,-0.179330,Negligible
HE_Gyr_Y_dom_freq,-0.114855,Negligible,0.179703,Negligible,0.266427,Small
HE_Gyr_Y_spec_centroid,-0.065567,Negligible,-0.006395,Negligible,0.058703,Negligible
HE_Gyr_Y_spec_power,0.672874,Medium,0.243368,Small,-0.304599,Small
HE_Gyr_Z_mean,0.105829,Negligible,0.127001,Negligible,0.046431,Negligible
HE_Gyr_Z_std,0.982607,Large,0.315281,Small,-0.554287,Medium
HE_Gyr_Z_rms,0.988249,Large,0.346059,Small,-0.523910,Medium
HE_Gyr_Z_dom_freq,0.190725,Negligible,0.527200,Medium,0.257179,Small
HE_Gyr_Z_spec_centroid,-0.036461,Negligible,0.230741,Small,0.268210,Small
HE_Gyr_Z_spec_power,0.909372,Large,0.190023,Negligible,-0.550516,Medium
LB_Acc_X_mean,0.499342,Small,-0.196499,Negligible,-0.670726,Medium
LB_Acc_X_std,1.788864,Large,1.218036,Large,-0.385255,Small
LB_Acc_X_rms,0.778632,Medium,0.115936,Negligible,-0.698804,Medium
LB_Acc_X_dom_freq,-0.151744,Negligible,-0.245386,Small,-0.031641,Negligible
LB_Acc_X_spec_centroid,0.538067,Medium,-0.245237,Small,-0.760853,Medium
LB_Acc_X_spec_power,1.748711,Large,1.094322,Large,-0.352714,Small
LB_Acc_Y_mean,0.190243,Negligible,-0.352034,Small,-0.414613,Small
LB_Acc_Y_std,0.999539,Large,0.291029,Small,-0.734776,Medium
LB_Acc_Y_rms,0.512473,Medium,0.227775,Small,-0.311328,Small
LB_Acc_Y_dom_freq,1.510274,Large,0.750297,Medium,-0.425616,Small
LB_Acc_Y_spec_centroid,1.002981,Large,0.238664,Small,-0.786328,Medium
LB_Acc_Y_spec_power,1.000442,Large,0.347253,Small,-0.649531,Medium
LB_Acc_Z_mean,0.071127,Negligible,-0.016659,Negligible,-0.082937,Negligible
LB_Acc_Z_std,1.531352,Large,1.252708,Large,-0.125066,Negligible
LB_Acc_Z_rms,0.061882,Negligible,0.338730,Small,0.229832,Small
LB_Acc_Z_dom_freq,0.494635,Small,0.838392,Large,0.190660,Negligible
LB_Acc_Z_spec_centroid,0.592390,Medium,-0.108023,Negligible,-0.692403,Medium
LB_Acc_Z_spec_power,1.583108,Large,1.163530,Large,-0.157957,Negligible
LB_FreeAcc_X_mean,0.097612,Negligible,0.304735,Small,0.174854,Negligible
LB_FreeAcc_X_std,1.788864,Large,1.218036,Large,-0.385255,Small
LB_FreeAcc_X_rms,1.782526,Large,1.217032,Large,-0.378246,Small
LB_FreeAcc_X_dom_freq,-0.151744,Negligible,-0.245386,Small,-0.031641,Negligible
LB_FreeAcc_X_spec_centroid,0.538067,Medium,-0.245237,Small,-0.760853,Medium
LB_FreeAcc_X_spec_power,1.748711,Large,1.094322,Large,-0.352714,Small
LB_FreeAcc_Y_mean,0.027550,Negligible,0.067267,Negligible,0.014999,Negligible
LB_FreeAcc_Y_std,0.999539,Large,0.291029,Small,-0.734776,Medium
LB_FreeAcc_Y_rms,0.806370,Large,0.265015,Small,-0.560696,Medium
LB_FreeAcc_Y_dom_freq,1.510274,Large,0.750297,Medium,-0.425616,Small
LB_FreeAcc_Y_spec_centroid,1.002981,Large,0.238664,Small,-0.786328,Medium
LB_FreeAcc_Y_spec_power,1.000442,Large,0.347253,Small,-0.649531,Medium
LB_FreeAcc_Z_mean,0.068281,Negligible,-0.195455,Negligible,-0.256471,Small
LB_FreeAcc_Z_std,1.531352,Large,1.252708,Large,-0.125066,Negligible
LB_FreeAcc_Z_rms,1.185600,Large,0.905411,Large,-0.214177,Small
LB_FreeAcc_Z_dom_freq,0.494635,Small,0.838392,Large,0.190660,Negligible
LB_FreeAcc_Z_spec_centroid,0.592390,Medium,-0.108023,Negligible,-0.692403,Medium
LB_FreeAcc_Z_spec_power,1.583108,Large,1.163530,Large,-0.157957,Negligible
LB_Gyr_X_mean,0.081177,Negligible,0.362863,Small,0.346806,Small
LB_Gyr_X_std,0.475266,Small,0.464053,Small,-0.051576,Negligible
LB_Gyr_X_rms,0.468099,Small,0.447066,Small,-0.047398,Negligible
LB_Gyr_X_dom_freq,0.272524,Small,0.622966,Medium,0.326309,Small
LB_Gyr_X_spec_centroid,0.299889,Small,0.353624,Small,0.064584,Negligible
LB_Gyr_X_spec_power,0.392298,Small,0.429827,Small,0.020946,Negligible
LB_Gyr_Y_mean,-0.345426,Small,-0.520125,Medium,-0.199977,Negligible
LB_Gyr_Y_std,-0.177577,Negligible,0.653278,Medium,0.701009,Medium
LB_Gyr_Y_rms,-0.171392,Negligible,0.656643,Medium,0.697744,Medium
LB_Gyr_Y_dom_freq,0.447041,Small,0.550394,Medium,0.128017,Negligible
LB_Gyr_Y_spec_centroid,0.306785,Small,0.616362,Medium,0.308381,Small
LB_Gyr_Y_spec_power,-0.163354,Negligible,0.543275,Medium,0.630268,Medium
LB_Gyr_Z_mean,-0.232691,Small,0.087891,Negligible,0.335191,Small
LB_Gyr_Z_std,0.420493,Small,1.295493,Large,0.713065,Medium
LB_Gyr_Z_rms,0.419727,Small,1.293877,Large,0.715203,Medium
LB_Gyr_Z_dom_freq,0.668041,Medium,0.762127,Medium,0.039871,Negligible
LB_Gyr_Z_spec_centroid,0.060146,Negligible,0.160907,Negligible,0.107201,Negligible
LB_Gyr_Z_spec_power,0.376874,Small,1.089126,Large,0.643191,Medium
LF_Acc_X_mean,1.133016,Large,1.275107,Large,0.106013,Negligible
LF_Acc_X_std,1.791949,Large,1.260314,Large,-0.428334,Small
LF_Acc_X_rms,1.577178,Large,1.415788,Large,-0.117843,Negligible
LF_Acc_X_dom_freq,0.040158,Negligible,0.017091,Negligible,-0.023448,Negligible
LF_Acc_X_spec_centroid,0.598380,Medium,-0.367797,Small,-0.923367,Large
LF_Acc_X_spec_power,1.983498,Large,1.178836,Large,-0.477218,Small
LF_Acc_Y_mean,0.777811,Medium,-0.446972,Small,-1.420833,Large
LF_Acc_Y_std,1.220543,Large,1.026346,Large,-0.158291,Negligible
LF_Acc_Y_rms,1.004133,Large,0.976670,Large,0.015454,Negligible
LF_Acc_Y_dom_freq,0.174419,Negligible,-0.114384,Negligible,-0.325549,Small
LF_Acc_Y_spec_centroid,0.891330,Large,-0.550071,Medium,-1.421880,Large
LF_Acc_Y_spec_power,1.189471,Large,0.889326,Large,-0.145969,Negligible
LF_Acc_Z_mean,0.683761,Medium,0.067085,Negligible,-0.653505,Medium
LF_Acc_Z_std,1.572295,Large,1.061509,Large,-0.422608,Small
LF_Acc_Z_rms,1.503877,Large,0.695953,Medium,-0.794468,Medium
LF_Acc_Z_dom_freq,0.998374,Large,0.204706,Small,-0.752332,Medium
LF_Acc_Z_spec_centroid,0.604223,Medium,-0.294934,Small,-0.860445,Large
LF_Acc_Z_spec_power,1.548829,Large,1.004958,Large,-0.374073,Small
LF_FreeAcc_X_mean,1.150685,Large,0.965752,Large,-0.026384,Negligible
LF_FreeAcc_X_std,1.791949,Large,1.260314,Large,-0.428334,Small
LF_FreeAcc_X_rms,1.806767,Large,1.402905,Large,-0.326266,Small
LF_FreeAcc_X_dom_freq,0.040158,Negligible,0.017091,Negligible,-0.023448,Negligible
LF_FreeAcc_X_spec_centroid,0.598380,Medium,-0.367797,Small,-0.923367,Large
LF_FreeAcc_X_spec_power,1.983498,Large,1.178836,Large,-0.477218,Small
LF_FreeAcc_Y_mean,0.028746,Negligible,-0.604289,Medium,-0.655739,Medium
LF_FreeAcc_Y_std,1.220543,Large,1.026346,Large,-0.158291,Negligible
LF_FreeAcc_Y_rms,1.206704,Large,1.037024,Large,-0.140557,Negligible
LF_FreeAcc_Y_dom_freq,0.174419,Negligible,-0.114384,Negligible,-0.325549,Small
LF_FreeAcc_Y_spec_centroid,0.891330,Large,-0.550071,Medium,-1.421880,Large
LF_FreeAcc_Y_spec_power,1.189471,Large,0.889326,Large,-0.145969,Negligible
LF_FreeAcc_Z_mean,0.632281,Medium,0.422676,Small,-0.201057,Small
LF_FreeAcc_Z_std,1.572295,Large,1.061509,Large,-0.422608,Small
LF_FreeAcc_Z_rms,1.577871,Large,1.075016,Large,-0.408682,Small
LF_FreeAcc_Z_dom_freq,0.998374,Large,0.204706,Small,-0.752332,Medium
LF_FreeAcc_Z_spec_centroid,0.604223,Medium,-0.294934,Small,-0.860445,Large
LF_FreeAcc_Z_spec_power,1.548829,Large,1.004958,Large,-0.374073,Small
LF_Gyr_X_mean,0.867867,Large,-0.117254,Negligible,-1.172354,Large
LF_Gyr_X_std,0.757429,Medium,1.109081,Large,0.214660,Small
LF_Gyr_X_rms,0.781385,Medium,1.105117,Large,0.203944,Small
LF_Gyr_X_dom_freq,-0.140999,Negligible,-0.032088,Negligible,0.113602,Negligible
LF_Gyr_X_spec_centroid,0.116681,Negligible,0.264097,Small,0.122587,Negligible
LF_Gyr_X_spec_power,0.665630,Medium,0.966510,Large,0.210461,Small
LF_Gyr_Y_mean,-0.212747,Small,-0.007196,Negligible,0.217373,Small
LF_Gyr_Y_std,1.405267,Large,1.500148,Large,-0.100562,Negligible
LF_Gyr_Y_rms,1.404465,Large,1.500417,Large,-0.099778,Negligible
LF_Gyr_Y_dom_freq,0.188602,Negligible,0.464778,Small,0.140144,Negligible
LF_Gyr_Y_spec_centroid,-0.098874,Negligible,0.176761,Negligible,0.261261,Small
LF_Gyr_Y_spec_power,1.568790,Large,1.502386,Large,-0.085361,Negligible
LF_Gyr_Z_mean,-0.079038,Negligible,0.298303,Small,0.484781,Small
LF_Gyr_Z_std,0.675402,Medium,0.913813,Large,0.292999,Small
LF_Gyr_Z_rms,0.681628,Medium,0.919576,Large,0.292518,Small
LF_Gyr_Z_dom_freq,0.045119,Negligible,0.002899,Negligible,-0.040963,Negligible
LF_Gyr_Z_spec_centroid,-0.053403,Negligible,0.134456,Negligible,0.178141,Negligible
LF_Gyr_Z_spec_power,0.688008,Medium,0.793170,Medium,0.239063,Small
RF_Acc_X_mean,0.889527,Large,1.263783,Large,0.217157,Small
RF_Acc_X_std,1.802102,Large,1.204771,Large,-0.523996,Medium
RF_Acc_X_rms,1.408859,Large,1.478366,Large,-0.019922,Negligible
RF_Acc_X_dom_freq,0.228074,Small,-0.098368,Negligible,-0.329491,Small
RF_Acc_X_spec_centroid,0.694474,Medium,-0.391029,Small,-1.036892,Large
RF_Acc_X_spec_power,2.021516,Large,1.137349,Large,-0.561575,Medium
RF_Acc_Y_mean,-0.486303,Small,0.193681,Negligible,0.805946,Large
RF_Acc_Y_std,1.523103,Large,0.775056,Medium,-0.675348,Medium
RF_Acc_Y_rms,1.260500,Large,1.000955,Large,-0.252305,Small
RF_Acc_Y_dom_freq,0.089461,Negligible,-0.201317,Small,-0.365600,Small
RF_Acc_Y_spec_centroid,0.995759,Large,-0.390120,Small,-1.432378,Large
RF_Acc_Y_spec_power,1.510521,Large,0.715427,Medium,-0.616306,Medium
RF_Acc_Z_mean,0.796946,Medium,0.142799,Negligible,-0.701648,Medium
RF_Acc_Z_std,1.328136,Large,1.118936,Large,-0.229049,Small
RF_Acc_Z_rms,1.437810,Large,0.735679,Medium,-0.724938,Medium
RF_Acc_Z_dom_freq,1.237404,Large,0.264960,Small,-0.922837,Large
RF_Acc_Z_spec_centroid,0.714184,Medium,-0.342868,Small,-1.037955,Large
RF_Acc_Z_spec_power,1.302922,Large,1.061648,Large,-0.163931,Negligible
RF_FreeAcc_X_mean,1.493111,Large,1.666685,Large,-0.024493,Negligible
RF_FreeAcc_X_std,1.802102,Large,1.204771,Large,-0.523996,Medium
RF_FreeAcc_X_rms,1.794382,Large,1.369562,Large,-0.390449,Small
RF_FreeAcc_X_dom_freq,0.228074,Small,-0.098368,Negligible,-0.329491,Small
RF_FreeAcc_X_spec_centroid,0.694474,Medium,-0.391029,Small,-1.036892,Large
RF_FreeAcc_X_spec_power,2.021516,Large,1.137349,Large,-0.561575,Medium
RF_FreeAcc_Y_mean,-0.114633,Negligible,-0.149088,Negligible,-0.039406,Negligible
RF_FreeAcc_Y_std,1.523103,Large,0.775056,Medium,-0.675348,Medium
RF_FreeAcc_Y_rms,1.524925,Large,0.818121,Large,-0.631842,Medium
RF_FreeAcc_Y_dom_freq,0.089461,Negligible,-0.201317,Small,-0.365600,Small
RF_FreeAcc_Y_spec_centroid,0.995759,Large,-0.390120,Small,-1.432378,Large
RF_FreeAcc_Y_spec_power,1.510521,Large,0.715427,Medium,-0.616306,Medium
RF_FreeAcc_Z_mean,0.749236,Medium,0.274556,Small,-0.496763,Small
RF_FreeAcc_Z_std,1.328136,Large,1.118936,Large,-0.229049,Small
RF_FreeAcc_Z_rms,1.332803,Large,1.135457,Large,-0.210235,Small
RF_FreeAcc_Z_dom_freq,1.237404,Large,0.264960,Small,-0.922837,Large
RF_FreeAcc_Z_spec_centroid,0.714184,Medium,-0.342868,Small,-1.037955,Large
RF_FreeAcc_Z_spec_power,1.302922,Large,1.061648,Large,-0.163931,Negligible
RF_Gyr_X_mean,-0.766659,Medium,0.168836,Negligible,1.111317,Large
RF_Gyr_X_std,1.015699,Large,0.696643,Medium,-0.265968,Small
RF_Gyr_X_rms,1.030401,Large,0.704811,Medium,-0.271589,Small
RF_Gyr_X_dom_freq,-0.095713,Negligible,-0.065195,Negligible,0.026611,Negligible
RF_Gyr_X_spec_centroid,0.387436,Small,0.323576,Small,-0.044397,Negligible
RF_Gyr_X_spec_power,1.002557,Large,0.561323,Medium,-0.298839,Small
RF_Gyr_Y_mean,-0.167163,Negligible,-0.148393,Negligible,0.022200,Negligible
RF_Gyr_Y_std,1.259844,Large,1.395337,Large,-0.062411,Negligible
RF_Gyr_Y_rms,1.259480,Large,1.396257,Large,-0.061486,Negligible
RF_Gyr_Y_dom_freq,0.259398,Small,0.383154,Small,0.029229,Negligible
RF_Gyr_Y_spec_centroid,-0.018708,Negligible,0.127516,Negligible,0.134396,Negligible
RF_Gyr_Y_spec_power,1.369063,Large,1.390443,Large,-0.030702,Negligible
RF_Gyr_Z_mean,0.360277,Small,-0.181524,Negligible,-0.662599,Medium
RF_Gyr_Z_std,1.233566,Large,0.853022,Large,-0.214164,Small
RF_Gyr_Z_rms,1.241332,Large,0.861210,Large,-0.214401,Small
RF_Gyr_Z_dom_freq,-0.118235,Negligible,-0.114001,Negligible,0.023197,Negligible
RF_Gyr_Z_spec_centroid,0.124619,Negligible,0.138901,Negligible,0.018220,Negligible
RF_Gyr_Z_spec_power,1.239802,Large,0.720431,Medium,-0.274056,Small
